time, Acceleration x, Acceleration y, acceleration z, distance
24007,-0.15,-0.63,9.42,27.46
24025,-0.15,-0.65,9.40,27.56
24040,-0.13,-0.63,9.44,27.56
24057,-0.13,-0.62,9.43,27.46
24075,-0.16,-0.63,9.43,27.56
24091,-0.15,-0.62,9.45,27.56
24108,-0.15,-0.64,9.41,27.44
24125,-0.15,-0.62,9.41,27.55
24141,-0.14,-0.63,9.41,27.46
24158,-0.16,-0.63,9.47,27.56
24175,-0.15,-0.62,9.41,27.56
24192,-0.14,-0.63,9.43,27.44
24208,-0.14,-0.63,9.42,27.56
24226,-0.15,-0.64,9.41,27.46
24242,-0.15,-0.63,9.43,27.46
24259,-0.15,-0.64,9.44,27.56
24276,-0.15,-0.64,9.42,27.46
24292,-0.15,-0.62,9.47,27.46
24309,-0.15,-0.64,9.45,27.44
24327,-0.15,-0.64,9.39,27.46
24342,-0.13,-0.61,9.43,27.46
24359,-0.15,-0.62,9.40,27.44
24377,-0.13,-0.65,9.43,27.46
24392,-0.15,-0.62,9.46,27.56
24410,-0.13,-0.65,9.43,27.46
24427,-0.14,-0.63,9.40,27.44
24442,-0.14,-0.63,9.41,27.56
24460,-0.14,-0.64,9.41,27.46
24477,-0.13,-0.64,9.40,27.56
24494,-0.14,-0.63,9.44,27.56
24510,-0.13,-0.64,9.44,27.46
24527,-0.13,-0.63,9.43,27.56
24544,-0.12,-0.62,9.45,27.46
24560,-0.13,-0.60,9.44,27.56
24579,-0.15,-0.65,9.43,27.56
24594,-0.15,-0.62,9.43,27.44
24610,-0.15,-0.65,9.43,27.56
24629,-0.15,-0.64,9.41,27.46
24644,-0.12,-0.64,9.42,27.46
24660,-0.15,-0.61,9.46,27.56
24679,-0.15,-0.63,9.42,27.46
24694,-0.13,-0.65,9.42,27.46
24712,-0.16,-0.65,9.46,27.56
24729,-0.16,-0.63,9.46,27.46
24744,-0.16,-0.64,9.46,27.51
24762,-0.14,-0.63,9.46,27.46
24779,-0.13,-0.64,9.42,27.44
24795,-0.14,-0.64,9.40,27.56
24812,-0.14,-0.65,9.43,27.46
24829,-0.15,-0.63,9.42,27.56
24845,-0.13,-0.64,9.46,27.56
24862,-0.15,-0.64,9.45,27.46
24880,-0.14,-0.62,9.41,27.56
24896,-0.14,-0.63,9.43,27.56
24912,-0.15,-0.63,9.43,27.46
24930,-0.13,-0.65,9.42,27.56
24946,-0.14,-0.61,9.45,27.46
24963,-0.14,-0.63,9.43,27.56
24980,-0.14,-0.61,9.43,27.56
24996,-0.12,-0.63,9.43,27.44
25013,-0.14,-0.62,9.46,27.56
25031,-0.13,-0.61,9.44,27.56
25047,-0.16,-0.64,9.45,27.44
25063,-0.17,-0.62,9.43,27.56
25081,-0.15,-0.63,9.45,27.46
25097,-0.16,-0.61,9.41,27.46
25114,-0.15,-0.62,9.41,27.56
25132,-0.13,-0.64,9.42,27.44
25147,-0.14,-0.62,9.45,27.44
25164,-0.14,-0.61,9.42,27.46
25182,-0.14,-0.63,9.42,27.46
25197,-0.14,-0.64,9.42,27.56
25214,-0.15,-0.65,9.45,27.44
25232,-0.15,-0.60,9.39,27.46
25247,-0.14,-0.64,9.44,27.56
25265,-0.15,-0.65,9.43,27.46
25282,-0.14,-0.62,9.42,27.56
25298,-0.15,-0.63,9.42,27.55
25315,-0.14,-0.63,9.40,27.44
25332,-0.13,-0.61,9.45,27.56
25349,-0.14,-0.63,9.45,27.46
25365,-0.13,-0.63,9.42,27.56
25383,-0.15,-0.65,9.43,27.56
25399,-0.13,-0.63,9.42,27.46
25415,-0.13,-0.63,9.45,27.56
25434,-0.13,-0.64,9.39,27.46
25449,-0.13,-0.61,9.42,27.46
25466,-0.14,-0.61,9.43,27.56
25484,-0.15,-0.62,9.41,27.46
25499,-0.15,-0.64,9.42,27.44
25517,-0.14,-0.64,9.44,27.44
25534,-0.13,-0.62,9.42,27.46
25549,-0.15,-0.60,9.43,27.56
25567,-0.15,-0.65,9.44,27.46
25584,-0.15,-0.63,9.41,27.46
25600,-0.14,-0.63,9.44,27.56
25617,-0.15,-0.63,9.47,27.46
25634,-0.13,-0.63,9.42,27.56
25651,-0.17,-0.64,9.45,27.56
25667,-0.13,-0.62,9.42,27.44
25684,-0.15,-0.62,9.44,27.56
25701,-0.17,-0.63,9.42,27.56
25717,-0.15,-0.63,9.45,27.44
25736,-0.15,-0.62,9.44,27.56
25751,-0.14,-0.64,9.48,27.46
25767,-0.15,-0.63,9.43,27.56
25786,-0.16,-0.63,9.42,27.46
25801,-0.13,-0.63,9.43,27.44
25819,-0.16,-0.62,9.43,27.56
25836,-0.13,-0.63,9.41,27.46
25851,-0.12,-0.64,9.43,27.46
25869,-0.15,-0.64,9.46,27.55
25886,-0.12,-0.65,9.43,27.46
25902,-0.16,-0.62,9.44,27.46
25919,-0.16,-0.61,9.43,27.46
25936,-0.15,-0.63,9.45,27.44
25952,-0.14,-0.63,9.43,27.56
25969,-0.13,-0.64,9.41,27.46
25987,-0.14,-0.62,9.43,27.46
26002,-0.14,-0.63,9.43,27.56
26019,-0.14,-0.62,9.44,27.46
26037,-0.15,-0.62,9.41,27.56
26053,-0.15,-0.62,9.43,27.56
26070,-0.13,-0.63,9.45,27.44
26087,-0.16,-0.62,9.43,27.55
26103,-0.12,-0.63,9.45,27.46
26120,-0.17,-0.61,9.43,27.55
26138,-0.15,-0.62,9.42,27.55
26153,-0.14,-0.63,9.43,27.46
26170,-0.17,-0.66,9.40,27.56
26188,-0.15,-0.65,9.44,27.46
26204,-0.14,-0.60,9.42,27.44
26221,-0.13,-0.63,9.44,27.56
26238,-0.14,-0.62,9.43,27.46
26254,-0.15,-0.63,9.42,27.46
26271,-0.14,-0.63,9.44,27.46
26289,-0.15,-0.63,9.41,27.46
26304,-0.16,-0.62,9.44,27.55
26321,-0.13,-0.66,9.44,27.44
26339,-0.13,-0.64,9.42,27.46
26354,-0.16,-0.62,9.46,27.55
26372,-0.13,-0.65,9.45,27.46
26389,-0.15,-0.62,9.44,27.56
26404,-0.14,-0.64,9.45,27.55
26422,-0.15,-0.64,9.42,27.46
26439,-0.15,-0.62,9.41,27.55
26456,-0.13,-0.63,9.43,27.56
26472,-0.15,-0.63,9.45,27.44
26489,-0.12,-0.63,9.40,27.56
26506,-0.15,-0.62,9.42,27.46
26522,-0.15,-0.62,9.42,27.56
26541,-0.15,-0.63,9.44,27.56
26556,-0.14,-0.62,9.42,27.44
26572,-0.14,-0.64,9.41,27.56
26591,-0.15,-0.62,9.42,27.44
26606,-0.15,-0.62,9.44,27.46
26622,-0.14,-0.62,9.42,27.55
26641,-0.15,-0.62,9.43,27.44
26656,-0.12,-0.63,9.44,27.44
26674,-0.14,-0.60,9.41,27.56
26691,-0.15,-0.63,9.45,27.46
26706,-0.15,-0.61,9.41,27.44
26724,-0.13,-0.62,9.42,27.46
26741,-0.15,-0.62,9.43,27.46
26757,-0.15,-0.64,9.41,27.56
26774,-0.16,-0.65,9.41,27.44
26791,-0.15,-0.63,9.41,27.55
26808,-0.13,-0.63,9.44,27.55
26824,-0.14,-0.62,9.47,27.44
26842,-0.14,-0.65,9.45,27.56
26858,-0.15,-0.61,9.44,27.49
26874,-0.14,-0.65,9.41,27.46
26893,-0.13,-0.62,9.43,27.55
26908,-0.15,-0.62,9.44,27.44
26925,-0.14,-0.62,9.44,27.56
26943,-0.14,-0.65,9.42,27.56
26958,-0.13,-0.59,9.46,27.46
26975,-0.16,-0.63,9.44,27.56
26993,-0.14,-0.63,9.46,27.46
27009,-0.14,-0.62,9.45,27.44
27026,-0.15,-0.65,9.41,27.56
27043,-0.14,-0.63,9.43,27.44
27059,-0.14,-0.64,9.44,27.46
27076,-0.13,-0.61,9.46,27.46
27094,-0.16,-0.62,9.42,27.44
27109,-0.14,-0.63,9.43,27.44
27126,-0.14,-0.61,9.43,27.46
27144,-0.14,-0.63,9.40,27.46
27159,-0.13,-0.62,9.43,27.56
27176,-0.15,-0.62,9.43,27.44
27194,-0.14,-0.64,9.44,27.44
27209,-0.14,-0.62,9.47,27.55
27227,-0.16,-0.65,9.43,27.46
27244,-0.15,-0.63,9.39,27.56
27260,-0.14,-0.63,9.46,27.56
27277,-0.14,-0.64,9.47,27.46
27294,-0.13,-0.61,9.42,27.56
27311,-0.14,-0.65,9.44,27.44
27327,-0.17,-0.62,9.45,27.55
27344,-0.15,-0.62,9.41,27.55
27361,-0.16,-0.62,9.44,27.46
27377,-0.15,-0.63,9.45,27.56
27396,-0.15,-0.63,9.41,27.44
27411,-0.17,-0.63,9.41,27.44
27427,-0.14,-0.64,9.39,27.56
27446,-0.14,-0.64,9.43,27.44
27461,-0.15,-0.65,9.40,27.46
27479,-0.16,-0.65,9.46,27.55
27496,-0.15,-0.62,9.39,27.44
27511,-0.15,-0.64,9.42,27.46
27529,-0.14,-0.60,9.44,27.44
27546,-0.14,-0.64,9.42,27.46
27561,-0.14,-0.65,9.42,27.56
27579,-0.14,-0.63,9.41,27.46
27596,-0.15,-0.66,9.43,27.56
27612,-0.15,-0.62,9.46,27.56
27629,-0.14,-0.62,9.44,27.44
27646,-0.14,-0.64,9.44,27.56
27663,-0.15,-0.64,9.41,27.56
27679,-0.12,-0.66,9.42,27.46
27697,-0.13,-0.64,9.43,27.56
27713,-0.16,-0.63,9.44,27.46
27729,-0.16,-0.65,9.43,27.56
27748,-0.14,-0.65,9.41,27.56
27763,-0.14,-0.61,9.46,27.46
27780,-0.16,-0.63,9.47,27.56
27798,-0.13,-0.62,9.40,27.46
27813,-0.14,-0.65,9.43,27.44
27831,-0.16,-0.63,9.40,27.56
27848,-0.14,-0.64,9.41,27.44
27864,-0.15,-0.62,9.48,27.49
27881,-0.13,-0.64,9.47,27.46
27898,-0.15,-0.62,9.45,27.46
27914,-0.12,-0.64,9.42,27.46
27931,-0.15,-0.61,9.41,27.46
27949,-0.12,-0.62,9.39,27.44
27964,-0.15,-0.61,9.44,27.56
27981,-0.14,-0.59,9.43,27.44
27999,-0.14,-0.60,9.41,27.56
28014,-0.15,-0.63,9.44,27.56
28032,-0.14,-0.64,9.45,27.44
28049,-0.14,-0.60,9.41,27.56
28065,-0.15,-0.63,9.44,27.55
28082,-0.15,-0.63,9.45,27.46
28099,-0.13,-0.63,9.42,27.55
28115,-0.15,-0.62,9.46,27.44
28132,-0.13,-0.61,9.43,27.56
28150,-0.12,-0.63,9.40,27.55
28166,-0.17,-0.64,9.41,27.46
28182,-0.13,-0.64,9.42,27.56
28200,-0.15,-0.63,9.41,27.44
28216,-0.12,-0.64,9.45,27.44
28232,-0.12,-0.63,9.46,27.56
28251,-0.14,-0.63,9.42,27.46
28266,-0.13,-0.65,9.42,27.46
28283,-0.15,-0.62,9.44,27.46
28301,-0.15,-0.64,9.41,27.44
28316,-0.14,-0.62,9.46,27.49
28334,-0.13,-0.62,9.44,27.46
28351,-0.14,-0.66,9.42,27.46
28366,-0.13,-0.63,9.47,27.55
28384,-0.13,-0.63,9.43,27.46
28401,-0.13,-0.66,9.43,27.56
28418,-0.15,-0.62,9.42,27.56
28434,-0.14,-0.63,9.43,27.46
28451,-0.16,-0.63,9.40,27.56
28468,-0.14,-0.65,9.46,27.56
28484,-0.13,-0.63,9.42,27.46
28502,-0.15,-0.63,9.41,27.55
28518,-0.13,-0.65,9.42,27.44
28534,-0.17,-0.64,9.41,27.56
28553,-0.15,-0.64,9.41,27.56
28568,-0.16,-0.63,9.43,27.46
28584,-0.15,-0.62,9.49,27.56
28603,-0.15,-0.61,9.40,27.46
28618,-0.13,-0.64,9.45,27.46
28636,-0.16,-0.66,9.44,27.56
28653,-0.12,-0.63,9.43,27.46
28668,-0.16,-0.62,9.46,27.46
28686,-0.16,-0.60,9.43,27.46
28703,-0.14,-0.63,9.42,27.46
28719,-0.15,-0.62,9.44,27.56
28736,-0.13,-0.62,9.44,27.46
28753,-0.16,-0.62,9.40,27.46
28769,-0.16,-0.63,9.42,27.56
28786,-0.14,-0.63,9.41,27.46
28804,-0.15,-0.63,9.42,27.56
28820,-0.15,-0.62,9.44,27.56
28836,-0.13,-0.65,9.44,27.46
28854,-0.13,-0.64,9.42,27.56
28870,-0.14,-0.63,9.45,27.56
28887,-0.14,-0.64,9.41,27.44
28904,-0.13,-0.61,9.43,27.56
28920,-0.15,-0.61,9.47,27.46
28937,-0.13,-0.64,9.43,27.56
28955,-0.13,-0.62,9.42,27.56
28971,-0.15,-0.63,9.46,27.46
28987,-0.14,-0.63,9.44,27.56
29005,-0.16,-0.64,9.40,27.46
29021,-0.15,-0.62,9.41,27.44
29038,-0.14,-0.66,9.41,27.56
29056,-0.13,-0.64,9.43,27.44
29071,-0.15,-0.63,9.43,27.49
29088,-0.13,-0.62,9.43,27.46
29106,-0.15,-0.64,9.41,27.46
29121,-0.12,-0.64,9.43,27.56
29138,-0.13,-0.62,9.39,27.46
29156,-0.14,-0.63,9.40,27.46
29171,-0.15,-0.65,9.45,27.56
29189,-0.15,-0.64,9.44,27.44
29206,-0.14,-0.64,9.42,27.56
29222,-0.17,-0.61,9.42,27.56
29239,-0.15,-0.63,9.45,27.46
29256,-0.14,-0.62,9.42,27.56
29273,-0.15,-0.64,9.44,27.56
29289,-0.15,-0.64,9.43,27.46
29306,-0.14,-0.63,9.44,27.56
29323,-0.14,-0.65,9.43,27.46
29339,-0.14,-0.62,9.45,27.55
29358,-0.15,-0.63,9.41,27.56
29373,-0.14,-0.64,9.40,27.46
29389,-0.15,-0.60,9.45,27.56
29408,-0.15,-0.63,9.42,27.46
29423,-0.16,-0.64,9.39,27.46
29441,-0.14,-0.64,9.42,27.56
29458,-0.13,-0.64,9.43,27.46
29473,-0.14,-0.63,9.43,27.46
29491,-0.13,-0.63,9.40,27.56
29508,-0.14,-0.62,9.41,27.46
29523,-0.14,-0.65,9.45,27.44
29541,-0.16,-0.63,9.44,27.46
29558,-0.14,-0.62,9.41,27.46
29574,-0.14,-0.62,9.43,27.56
29591,-0.16,-0.62,9.42,27.46
29608,-0.15,-0.61,9.46,27.46
29624,-0.14,-0.64,9.43,27.56
29641,-0.13,-0.61,9.43,27.46
29659,-0.14,-0.63,9.45,27.56
29675,-0.17,-0.61,9.43,27.56
29691,-0.15,-0.62,9.43,27.46
29709,-0.16,-0.60,9.41,27.56
29725,-0.14,-0.63,9.43,27.46
29742,-0.15,-0.61,9.40,27.56
29760,-0.13,-0.59,9.39,27.46
29775,-0.15,-0.63,9.44,27.46
29792,-0.14,-0.62,9.41,27.56
29810,-0.14,-0.63,9.41,27.44
29826,-0.14,-0.64,9.44,27.46
29843,-0.15,-0.65,9.43,27.56
29860,-0.13,-0.64,9.43,27.46
29876,-0.15,-0.63,9.44,27.46
29893,-0.15,-0.63,9.43,27.51
29911,-0.15,-0.65,9.42,27.44
29926,-0.15,-0.62,9.47,27.56
29943,-0.12,-0.64,9.45,27.46
29961,-0.14,-0.63,9.41,27.46
29976,-0.14,-0.60,9.49,27.56
29993,-0.15,-0.63,9.42,27.46
30011,-0.16,-0.62,9.41,27.56
30026,-0.14,-0.64,9.43,27.56
30044,-0.15,-0.62,9.45,27.46
30061,-0.14,-0.65,9.43,27.56
30077,-0.12,-0.64,9.42,27.56
30094,-0.14,-0.65,9.42,27.46
30111,-0.13,-0.62,9.42,27.56
30128,-0.14,-0.64,9.42,27.56
30144,-0.15,-0.63,9.43,27.46
30161,-0.14,-0.61,9.43,27.56
30178,-0.15,-0.64,9.44,27.46
30194,-0.16,-0.62,9.43,27.56
30213,-0.13,-0.64,9.43,27.56
30228,-0.14,-0.62,9.44,27.46
30244,-0.16,-0.62,9.42,27.56
30263,-0.14,-0.62,9.35,27.46
30278,-0.14,-0.64,9.42,27.46
30296,-0.14,-0.63,9.42,27.56
30313,-0.13,-0.65,9.44,27.46
30328,-0.13,-0.63,9.43,27.46
30346,-0.14,-0.63,9.43,27.46
30363,-0.14,-0.63,9.39,27.46
30379,-0.13,-0.63,9.43,27.44
30396,-0.16,-0.63,9.44,27.46
30413,-0.16,-0.64,9.42,27.46
30429,-0.15,-0.63,9.43,27.56
30446,-0.15,-0.63,9.44,27.46
30464,-0.12,-0.62,9.43,27.55
30480,-0.14,-0.65,9.43,27.56
30496,-0.14,-0.61,9.41,27.46
30514,-0.14,-0.63,9.41,27.56
30530,-0.16,-0.61,9.44,27.46
30546,-0.15,-0.64,9.45,27.56
30565,-0.14,-0.63,9.45,27.56
30580,-0.14,-0.64,9.44,27.46
30597,-0.15,-0.63,9.45,27.56
30615,-0.15,-0.64,9.43,27.56
30630,-0.14,-0.63,9.43,27.46
30647,-0.14,-0.64,9.41,27.56
30665,-0.14,-0.63,9.43,27.46
30681,-0.14,-0.62,9.46,27.46
30698,-0.15,-0.62,9.44,27.56
30715,-0.14,-0.65,9.42,27.44
30731,-0.15,-0.62,9.45,27.46
30748,-0.15,-0.63,9.44,27.46
30766,-0.13,-0.65,9.40,27.46
30781,-0.15,-0.62,9.42,27.56
30798,-0.15,-0.64,9.45,27.44
30816,-0.15,-0.63,9.41,27.46
30831,-0.15,-0.63,9.43,27.56
30849,-0.15,-0.62,9.43,27.46
30866,-0.13,-0.63,9.43,27.56
30882,-0.15,-0.63,9.43,27.56
30899,-0.13,-0.65,9.46,27.44
30916,-0.15,-0.62,9.41,27.56
30932,-0.13,-0.61,9.43,27.44
30949,-0.15,-0.66,9.43,27.56
30967,-0.13,-0.62,9.39,27.56
30983,-0.13,-0.63,9.43,27.46
30999,-0.14,-0.61,9.46,27.56
31017,-0.13,-0.64,9.43,27.46
31033,-0.16,-0.64,9.44,27.46
31050,-0.14,-0.63,9.42,27.56
31068,-0.15,-0.65,9.41,27.46
31083,-0.15,-0.64,9.44,27.46
31100,-0.13,-0.63,9.44,27.56
31118,-0.15,-0.63,9.41,27.46
31133,-0.13,-0.64,9.45,27.46
31151,-0.15,-0.64,9.42,27.46
31168,-0.13,-0.62,9.41,27.46
31183,-0.14,-0.63,9.45,27.46
31201,-0.13,-0.63,9.43,27.46
31218,-0.14,-0.63,9.42,27.46
31234,-0.14,-0.63,9.42,27.56
31251,-0.15,-0.63,9.41,27.46
31268,-0.13,-0.63,9.40,27.56
31284,-0.14,-0.64,9.44,27.56
31301,-0.15,-0.63,9.41,27.46
31319,-0.14,-0.61,9.40,27.56
31335,-0.14,-0.62,9.40,27.56
31351,-0.13,-0.62,9.42,27.46
31370,-0.13,-0.63,9.43,27.56
31385,-0.13,-0.63,9.44,27.46
31401,-0.14,-0.61,9.44,27.56
31420,-0.15,-0.62,9.41,27.56
31435,-0.14,-0.61,9.44,27.44
31452,-0.14,-0.65,9.45,27.55
31470,-0.15,-0.64,9.40,27.46
31485,-0.14,-0.62,9.42,27.46
31503,-0.16,-0.63,9.45,27.56
31520,-0.13,-0.62,9.41,27.44
31536,-0.14,-0.65,9.43,27.44
31553,-0.15,-0.61,9.42,27.44
31570,-0.13,-0.63,9.43,27.46
31586,-0.14,-0.66,9.44,27.56
31603,-0.14,-0.65,9.42,27.46
31621,-0.13,-0.65,9.42,27.46
31636,-0.17,-0.66,9.44,27.55
31653,-0.15,-0.64,9.43,27.46
31671,-0.15,-0.63,9.41,27.56
31687,-0.14,-0.62,9.43,27.55
31704,-0.14,-0.65,9.46,27.46
31721,-0.14,-0.63,9.42,27.56
31737,-0.16,-0.62,9.42,27.49
31754,-0.14,-0.63,9.43,27.44
31771,-0.15,-0.62,9.40,27.56
31788,-0.12,-0.63,9.43,27.46
31804,-0.14,-0.65,9.40,27.56
31821,-0.13,-0.62,9.41,27.56
31838,-0.15,-0.63,9.44,27.44
31854,-0.15,-0.64,9.42,27.56
31873,-0.15,-0.62,9.46,27.46
31888,-0.14,-0.61,9.42,27.44
31905,-0.14,-0.61,9.45,27.55
31923,-0.16,-0.63,9.42,27.46
31938,-0.13,-0.63,9.44,27.44
31955,-0.15,-0.64,9.42,27.46
31973,-0.14,-0.61,9.42,27.46
31988,-0.14,-0.62,9.48,27.56
32006,-0.15,-0.62,9.41,27.44
32023,-0.14,-0.63,9.42,27.46
32038,-0.14,-0.64,9.46,27.55
32056,-0.16,-0.62,9.47,27.46
32073,-0.15,-0.62,9.43,27.55
32090,-0.13,-0.65,9.43,27.56
32106,-0.15,-0.62,9.43,27.44
32123,-0.15,-0.65,9.41,27.56
32140,-0.13,-0.61,9.42,27.56
32156,-0.14,-0.63,9.42,27.46
32174,-0.13,-0.63,9.43,27.56
32190,-0.15,-0.62,9.45,27.46
32206,-0.13,-0.63,9.41,27.56
32224,-0.14,-0.64,9.39,27.55
32240,-0.16,-0.62,9.45,27.46
32257,-0.14,-0.63,9.44,27.56
32275,-0.16,-0.63,9.39,27.46
32290,-0.13,-0.63,9.42,27.46
32307,-0.13,-0.63,9.43,27.56
32325,-0.15,-0.62,9.42,27.46
32340,-0.14,-0.64,9.43,27.46
32358,-0.13,-0.61,9.41,27.56
32375,-0.14,-0.64,9.42,27.44
32391,-0.14,-0.63,9.44,27.46
32408,-0.14,-0.63,9.44,27.44
32425,-0.15,-0.64,9.42,27.46
32441,-0.14,-0.64,9.43,27.56
32458,-0.16,-0.63,9.45,27.44
32476,-0.13,-0.61,9.43,27.46
32491,-0.14,-0.62,9.43,27.56
32508,-0.16,-0.65,9.44,27.46
32526,-0.15,-0.62,9.42,27.56
32542,-0.14,-0.63,9.45,27.55
32559,-0.14,-0.63,9.39,27.46
32576,-0.15,-0.63,9.41,27.55
32592,-0.16,-0.64,9.43,27.44
32609,-0.15,-0.66,9.44,27.55
32626,-0.12,-0.62,9.40,27.56
32643,-0.14,-0.61,9.41,27.46
32659,-0.14,-0.65,9.44,27.56
32677,-0.13,-0.65,9.41,27.46
32693,-0.13,-0.62,9.40,27.46
32709,-0.13,-0.61,9.42,27.56
32728,-0.15,-0.63,9.40,27.46
32743,-0.13,-0.62,9.42,27.44
32760,-0.15,-0.64,9.45,27.56
32778,-0.15,-0.63,9.45,27.46
32793,-0.15,-0.63,9.42,27.44
32811,-0.13,-0.64,9.45,27.44
32828,-0.14,-0.62,9.41,27.46
32843,-0.15,-0.63,9.42,27.56
32861,-0.14,-0.63,9.44,27.46
32878,-0.15,-0.65,9.43,27.44
32893,-0.15,-0.62,9.43,27.55
32911,-0.12,-0.61,9.43,27.44
32928,-0.13,-0.64,9.40,27.56
32945,-0.15,-0.63,9.43,27.56
32961,-0.14,-0.61,9.41,27.46
32978,-0.15,-0.64,9.45,27.56
32995,-0.16,-0.63,9.43,27.44
33011,-0.13,-0.64,9.42,27.56
33030,-0.14,-0.64,9.42,27.56
33045,-0.13,-0.63,9.43,27.46
33061,-0.15,-0.64,9.44,27.56
33080,-0.14,-0.62,9.40,27.56
33095,-0.16,-0.63,9.45,27.44
33112,-0.13,-0.64,9.44,27.55
33130,-0.17,-0.62,9.42,27.46
33145,-0.13,-0.63,9.41,27.46
33163,-0.14,-0.65,9.39,27.56
33180,-0.16,-0.63,9.39,27.44
33196,-0.14,-0.65,9.42,27.46
33213,-0.13,-0.63,9.45,27.46
33230,-0.15,-0.63,9.42,27.46
33246,-0.15,-0.66,9.44,27.55
33263,-0.14,-0.64,9.44,27.44
33281,-0.14,-0.61,9.41,27.44
33296,-0.15,-0.62,9.43,27.56
33313,-0.14,-0.64,9.42,27.46
33331,-0.15,-0.62,9.41,27.55
33347,-0.15,-0.63,9.43,27.56
33363,-0.15,-0.64,9.43,27.46
33381,-0.16,-0.64,9.43,27.55
33397,-0.14,-0.63,9.46,27.44
33414,-0.13,-0.65,9.43,27.46
33432,-0.15,-0.63,9.38,27.56
33447,-0.14,-0.64,9.43,27.46
33464,-0.13,-0.65,9.42,27.56
33482,-0.13,-0.62,9.42,27.56
33498,-0.15,-0.63,9.40,27.46
33514,-0.16,-0.63,9.43,27.56
33532,-0.14,-0.62,9.41,27.46
33548,-0.13,-0.65,9.48,27.46
33565,-0.14,-0.64,9.41,27.56
33583,-0.13,-0.63,9.43,27.46
33598,-0.15,-0.64,9.42,27.46
33615,-0.14,-0.61,9.44,27.46
33633,-0.16,-0.62,9.40,27.46
33648,-0.15,-0.65,9.41,27.56
33666,-0.12,-0.63,9.42,27.44
33683,-0.14,-0.62,9.42,27.46
33698,-0.13,-0.63,9.45,27.56
33716,-0.13,-0.62,9.42,27.46
33733,-0.13,-0.62,9.43,27.56
33750,-0.13,-0.61,9.44,27.56
33766,-0.15,-0.62,9.47,27.46
33783,-0.14,-0.63,9.44,27.56
33800,-0.15,-0.63,9.44,27.46
33816,-0.15,-0.64,9.42,27.56
33833,-0.15,-0.63,9.42,27.56
33850,-0.14,-0.62,9.43,27.46
33866,-0.14,-0.63,9.45,27.56
33885,-0.16,-0.65,9.42,27.56
33900,-0.14,-0.62,9.45,27.44
33916,-0.18,-0.63,9.40,27.56
33935,-0.13,-0.62,9.41,27.44
33950,-0.14,-0.64,9.42,27.46
33968,-0.15,-0.61,9.41,27.56
33985,-0.12,-0.62,9.43,27.46
34000,-0.14,-0.62,9.44,27.46
34018,-0.13,-0.61,9.44,27.46
34035,-0.16,-0.62,9.42,27.46
34051,-0.14,-0.61,9.42,27.56
34068,-0.13,-0.61,9.42,27.46
34085,-0.13,-0.61,9.39,27.44
34101,-0.14,-0.63,9.42,27.56
34118,-0.14,-0.61,9.42,27.46
34136,-0.13,-0.62,9.41,27.56
34152,-0.13,-0.63,9.45,27.56
34168,-0.16,-0.63,9.43,27.46
34186,-0.14,-0.63,9.42,27.56
34202,-0.13,-0.65,9.44,27.44
34219,-0.14,-0.61,9.45,27.56
34236,-0.13,-0.62,9.43,27.56
34252,-0.13,-0.65,9.45,27.46
34269,-0.14,-0.62,9.43,27.56
34287,-0.14,-0.63,9.41,27.56
34302,-0.16,-0.63,9.43,27.46
34319,-0.15,-0.65,9.41,27.56
34337,-0.14,-0.64,9.42,27.46
34353,-0.14,-0.61,9.41,27.46
34370,-0.15,-0.62,9.44,27.56
34387,-0.14,-0.63,9.39,27.46
34403,-0.13,-0.60,9.41,27.46
34420,-0.14,-0.63,9.46,27.46
34438,-0.13,-0.66,9.43,27.44
34453,-0.15,-0.62,9.42,27.56
34470,-0.14,-0.60,9.43,27.46
34488,-0.15,-0.67,9.42,27.46
34503,-0.15,-0.62,9.41,27.56
34521,-0.14,-0.61,9.44,27.46
34538,-0.13,-0.62,9.39,27.55
34554,-0.15,-0.63,9.46,27.56
34571,-0.13,-0.63,9.44,27.46
34589,-0.15,-0.63,9.42,27.56
34605,-0.14,-0.63,9.43,27.46
34621,-0.14,-0.65,9.42,27.56
34638,-0.15,-0.62,9.43,27.56
34655,-0.14,-0.64,9.44,27.46
34671,-0.14,-0.65,9.47,27.56
34690,-0.14,-0.62,9.44,27.44
34705,-0.16,-0.65,9.44,27.46
34721,-0.15,-0.63,9.48,27.56
34740,-0.12,-0.62,9.43,27.44
34755,-0.15,-0.62,9.40,27.44
34772,-0.15,-0.61,9.47,27.48
34790,-0.16,-0.62,9.40,27.46
34805,-0.15,-0.62,9.44,27.56
34823,-0.15,-0.62,9.41,27.46
34840,-0.13,-0.62,9.45,27.46
34855,-0.13,-0.64,9.43,27.56
34873,-0.16,-0.63,9.40,27.46
34890,-0.15,-0.63,9.42,27.56
34906,-0.14,-0.62,9.43,27.56
34923,-0.14,-0.61,9.44,27.46
34940,-0.14,-0.60,9.39,27.56
34957,-0.13,-0.61,9.42,27.56
34973,-0.15,-0.65,9.43,27.46
34991,-0.15,-0.64,9.39,27.55
35007,-0.15,-0.61,9.45,27.46
35023,-0.13,-0.63,9.42,27.56
35041,-0.16,-0.61,9.42,27.56
35057,-0.14,-0.66,9.42,27.46
35074,-0.14,-0.66,9.42,27.56
35092,-0.15,-0.61,9.41,27.46
35107,-0.14,-0.63,9.44,27.46
35124,-0.15,-0.61,9.42,27.56
35142,-0.14,-0.64,9.41,27.46
